titlelb;publicscore;id
Pompeii;2,2;76649
Pontypool;3,4;23963
Ponyo;4;12429
Pooh's Heffalump Movie;3,3;13682
Poolhall Junkies;3;14293
Pootie Tang;2,9;10615
Porky's;2,7;10246
Poseidon;2,5;503
Post Grad;2,2;25704
Poultrygeist: Night of the Chicken Dead;3;17287
Pound of Flesh;2,3;326284
Practical Magic;3,5;6435
Praia do Futuro;3,4;227975
Precious;3,5;25793
Predator;3,8;106
Predator 2;2,9;169
Predators;3,3;34851
Prefontaine;3,1;26306
Premium Rush;2,9;49526
Premonition;2,6;9963
Pretty Woman;3,6;114
Pride & Prejudice;4,1;4348
Pride and Glory;2,9;13150
Pride and Prejudice and Zombies;2,7;58431
Priest;2,3;38321
Primary Colors;3,2;9440
Primer;3,6;14337
Prince of Persia: The Sands of Time;2,5;9543
Princess Kaiulani;2,9;39806
Princess Mononoke;4,3;128
Prison;3;48309
Prisoners;4,2;146233
Private Benjamin;3;10765
Project Almanac;2,9;227719
Project X;3,1;57214
Prom;2,4;51588
Prom Night;2,7;8617
Prometheus;3,2;70981
Promised Land;3;133694
Proof of Life;2,8;11983
Prophecy;2,9;31915
Proud;-;37694
Psycho;4,3;539
Psycho Beach Party;3,1;27723
Public Enemies;3,1;11322
Pulp Fiction;4,3;680
Pulse;3,6;9682
Punch-Drunk Love;4;8051
Punisher: War Zone;2,7;13056
Purple Violets;2,9;20065
Pushing Tin;2,7;12596
Puss in Boots;2,9;417859
Q;3,2;86331
Quantum of Solace;2,8;10764
Quarantine;2,5;13812
Quartet;3,1;121826
Que Horas Ela Volta?;4,3;310569
Queen Crab;2,4;360188
Queen of the Damned;2,7;11979
Quest for Camelot;2,9;18937
Quigley Down Under;3,2;9588
Quills;3,4;10876
Quinceanera;3,3;64499
Quo Vadis;3,3;11620
R.I.P.D.;2,1;49524
R.L. Stine's Monsterville: The Cabinet of Souls;2,5;362105
R100;3,2;193722
Rabbit Hole;3,5;27585
Rabbit-Proof Fence;3,4;9555
Race;3,2;323677
Race to Witch Mountain;2,3;13836
Rachel Getting Married;3,6;14976
Racing Stripes;2,1;6439
Radio;2,9;13920
Radio Days;3,7;30890
Radio Flyer;3,1;20763
Raging Bull;4,2;1578
Raiders of the Lost Ark;4,2;85
Rain Man;3,8;380
Raise the Titanic;2,4;24575
Raise Your Voice;2,7;14024
Raising Cain;3,2;13937
Raising Helen;2,8;4599
Raising Victor Vargas;3,7;25461
Ramanujan;3,2;280871
Rambo III;2,7;1370
Rambo: First Blood Part II;3,1;1369
Ramona and Beezus;2,9;38843
Rampage;2,5;38780
Random Hearts;2,4;12618
Rang De Basanti;3,8;7913
Rango;3,6;44896
Ransom;3,1;3595
Rapa Nui;2,9;10448
Rat Race;2,9;9896
Ratatouille;4,2;2062
Ravenous;3,6;10212
Ray;3,6;1677
Raymond Did It;3;228550
Ready to Rumble;2,4;20697
Real Steel;3,1;39254
Real Women Have Curves;3,9;30309
Reality Show;3,2;176074
Rebecca;4,1;223
Recess: School's Out;3,1;19405
RED;3;39514
RED 2;2,8;146216
Red Dawn;3;1880
Red Dog;3,4;66125
Red Dragon;3,3;9533
Red Eye;3,2;11460
Red Lights;2,8;75638
Red Planet;2,4;8870
Red Riding Hood;2,3;49730
Red Riding: In the Year of Our Lord 1974;3,4;291081
Red River;3,9;3089
Red Sky;2,4;242166
Red Sonja;2,4;9626
Red State;3;48572
Red Tails;2,6;72431
Redacted;3,1;11600
Redbelt;3,3;12400
Redemption Road;-;74457
Reds;3,8;18254
Regression;2,4;241257
Reign of Assassins;3,2;44092
Reign of Fire;2,9;6278
Reign Over Me;3,3;2355
Reindeer Games;2,5;2155
Rejsen til Saturn;2,4;16016
Re-Kill;2,4;106845
Religulous;3,1;13007
Remember Me;3,2;23169
Remember the Titans;3,7;10637
Renaissance;3;9389
Renaissance Man;2,8;11858
Rendition;2,9;5125
Reno 911!: Miami;2,9;10090
Rent;3,3;1833
Repo Man;3,8;13820
Repo Men;2,8;31867
Repo! The Genetic Opera;3,1;14353
Requiem for a Dream;4,1;641
Rescue Dawn;3,5;9952
Reservoir Dogs;4,1;500
Resident Evil;2,9;1576
Resident Evil: Afterlife;2,5;35791
Resident Evil: Apocalypse;2,6;1577
Resident Evil: Extinction;2,6;7737
Resident Evil: Retribution;2,5;71679
Restless;3,1;153397
Restoration;3;396152
Resurrecting the Champ;3;13074
Return of the Jedi;4;1892
Return of the Living Dead 3;3;28260
Return to Me;3,3;2621
Return to Never Land;2,8;16690
Return to Oz;3,3;13155
Return to the Blue Lagoon;2,3;13888
Revolutionary Road;3,5;4148
Ri¢hie Ri¢h;2,5;11011
Richard III;3,6;31174
Ricordati di me;2,9;38970
Riddick;2,8;87421
Ride Along;2,6;168530
Ride Along 2;2,4;323675
Ride with the Devil;3,2;22267
Riding Giants;3,8;291
Riding in Cars with Boys;3,3;11091
Rien ne va plus;-;64559
Righteous Kill;2,3;13389
Rio;3,1;46195
Rio 2;2,7;172385
Ripley's Game;3,3;10955
Rise of the Entrepreneur: The Search for a Better Way;-;328307
Rise of the Guardians;3,4;81188
Rise of the Planet of the Apes;3,6;61791
Risen;2,9;335778
River's Edge;3,6;21309
Rize;3,6;2287
Road Hard;2,8;291362
Road House;3,4;10135
Road to Perdition;3,7;4147
Road Trip;2,8;9285
Roadside;2,5;308467
Roadside Romeo;2,2;20653
Roar;3,2;2989
Rob Roy;3,2;11780
Robin and Marian;3,3;10786
Robin Hood;-;20662
Robin Hood: Prince of Thieves;3,1;8367
RoboCop;2,4;97020
RoboCop 3;1,9;5550
Robot & Frank;3,4;84329
Robots;3,1;9928
Rock of Ages;2,6;80585
Rock Star;2,8;12508
Rockaway;3,3;20406
Rocket Singh: Salesman of the Year;3,5;26815
RockNRolla;3,3;13809
Rocky;4;1366
Rocky Balboa;3,4;1246
Rodeo Girl;2,7;379532
Roger & Me;3,7;1779
Role Models;3,2;15373
Roll Bounce;3,3;14544
Rollerball;3,2;11535
Romance & Cigarettes;3;13994
Romeo + Juliet;3,4;454
Romeo Is Bleeding;3,1;2088
Romeo Must Die;2,8;2085
Ronin;3,5;8195
Room;4;264644
Rosemary's Baby;4,2;805
Rosewater;3,1;222649
Rotor DR1;-;371690
Rounders;3,5;10220
Royal Kill;2,5;40914
Rubber;2,8;45649
Ruby in Paradise;3,6;47889
Rudderless;3,6;244403
Rugrats Go Wild;2,7;20694
Rugrats in Paris: The Movie;3,1;16340
Rumble in the Bronx;3,4;33542
Run All Night;2,9;241554
Run Fatboy Run;2,9;7942
Run, Hide;2,2;290391
Runaway Bride;2,8;4806
Runner Runner;2,3;146238
Running Forever;-;447027
Running Scared;3,3;7304
Running with Scissors;2,9;7510
Rush;3,7;96721
Rush Hour 2;3,2;5175
Rush Hour 3;2,8;5174
Rushmore;3,9;11545
Rust;3,1;46252
S.W.A.T.;2,6;9257
Sa som i himmelen;3,5;464
Sabotage;3,4;144336
Safe;4;72387
Safe Haven;2,9;112949
Safe House;2,9;59961
Safe Men;3;16155
Safety Not Guaranteed;3,3;84332
Sahara;2,6;7364
Saint John of Las Vegas;2,7;27023
Saint Ralph;3,3;25248
Saints and Soldiers;3,1;10105
Salt;2,9;27576
Salton Sea;3,2;11468
Salvador;3,6;6106
Salvando al Soldado Perez;2,6;66607
Salvation Boulevard;2,4;51995
Samantha: An American Girl Holiday;3,3;25786
Sammy's avonturen: De geheime doorgang;2,4;49953
Samsara;4,1;89708
San Andreas;2,5;254128
Sanctuary: Quite a Conundrum;-;286939
Sanctum;2,6;48340
Sands of Iwo Jima;3,2;18712
Sardaarji;3,1;346081
Sausage Party;2,4;223702
Savage Grace;2,6;10822
Savages;2,7;82525
Save the Last Dance;2,9;9816
Saved!;3,4;13193
Saving Face;4;19316
Saving Mr. Banks;3,4;140823
Saving Private Ryan;4,2;857
Saving Silverman;2,6;10878
Savva, Heart of the Warrior;2,4;367961
Saw;3,6;176
Saw 3D;2,3;41439
Saw II;3,1;215
Saw III;2,8;214
Saw IV;2,6;663
Saw V;2,6;11917
Saw VI;2,8;22804
Say It Isn't So;2;20309
Scarface;4,1;111
Scary Movie 2;2,5;4248
Scary Movie 3;2,6;4256
Scary Movie 4;2,2;4257
Scary Movie 5;1,6;4258
Schindler's List;4,4;424
School Daze;3,3;36739
School for Scoundrels;2,3;9842
School of Rock;3,7;1584
Scooby-Doo;3,2;9637
Scooby-Doo 2: Monsters Unleashed;3;11024
Scoop;3;512
Scott Pilgrim vs. the World;3,9;22538
Scott Walker: 30 Century Man;3,6;30867
Scream;4;4232
Scream 2;3,3;4233
Scream 3;2,9;4234
Scream 4;3,3;41446
Screwed;2,7;19419
Scrooged;3,4;9647
Se7en;4,3;807
Sea of Love;3,3;12150
Sea Rex 3D: Journey to a Prehistoric World;3,3;78394
Seabiscuit;3,2;4464
Secondhand Lions;3,4;13156
Secret in Their Eyes;2,8;290751
Secret Window;3;1586
Secretariat;3,2;39486
Secretary;3,4;11013
See Spot Run;2,3;39180
Seed of Chucky;2,5;11249
Seeking a Friend for the End of the World;3,2;88005
Selena;3,6;16052
Self/less;2,7;238615
Selma;3,8;273895
Semi-Pro;2,7;13260
Sense and Sensibility;3,8;4584
September Dawn;2,5;14877
Serbuan maut;3,9;94329
Serendipity;3,2;9778
Serenity;3,6;16320
Serial Mom;3,7;11592
Serving Sara;2;12771
Session 9;3,2;10972
Set It Off;3,7;9400
Seven Pounds;3,3;11321
Seven Psychopaths;3,6;86838
Seven Samurai;4,5;346
Seven Years in Tibet;3,4;978
Seventh Son;2;68737
Severance;3,1;5072
Sex and the City 2;2,2;37786
Sex Drive;2,7;13523
Sex Tape;2;225886
Sex With Strangers;3,1;102840
Sex, Lies, and Videotape;3,8;1412
Sexy Beast;3,8;11826
Sgt. Bilko;2,6;9099
Shade;2,7;14576
Shadow Conspiracy;2,2;38153
Shadow of the Vampire;3,5;10873
Shadowlands;3,6;10445
Shaft;2,8;479
Shakespeare in Love;3,2;1934
Shalako;2,7;39209
Shall We Dance?;2,9;4380
Shallow Hal;2,4;9889
Shame;3,7;76025
Shanghai Calling;2,7;126186
Shanghai Knights;2,7;6038
Shanghai Noon;2,9;8584
Shanghai Surprise;1,6;58048
Shaolin Soccer;3,6;11770
Shark Lake;1,6;299553
Shark Night;2,3;65055
Shark Tale;2,7;10555
Sharknado;1,7;205321
Sharkskin;-;371085
Shattered Glass;3,5;13537
Shaun of the Dead;4;747
She Done Him Wrong;3;43595
She Wore a Yellow Ribbon;3,5;13909
Sheena;2,3;24264
Sherlock Holmes;3,4;10528
Sherlock Holmes: A Game of Shadows;3,2;58574
Sherrybaby;3,1;13075
She's All That;2,9;10314
She's Gotta Have It;3,5;27995
She's Out of My League;2,8;34016
She's the Man;3,3;9655
She's the One;2,6;11363
Shin Godzilla;3,8;315011
Shine;3,6;7863
Shine a Light;3,5;7944
Shinjuku Incident;3,2;20083
Sholem Aleichem: Laughing In The Darkness;3,4;84401
Shooter;3,1;7485
Shooting Fish;3;25719
Shopgirl;2,9;2610
Short Cut to Nirvana: Kumbh Mela;-;194588
Shortbus;3,4;1378
Shorts;2;25132
Shotgun Stories;3,7;12247
Should've Been Romeo;-;113406
Show Boat;3,4;17820
Show Me;3,1;157909
Showdown in Little Tokyo;3;13154
Showgirls;3,1;10802
Shrek;4;808
Shrek 2;3,9;809
Shrek Forever After;2,8;10192
Shrek the Third;2,7;810
Shutter;3,4;10885
Shutter Island;4,1;11324
Sicario;3,9;273481
Sicko;3,5;2359
Side Effects;3,4;109421
Sideways;3,7;9675
Signed, Sealed;3,2;231617
Signs;3,4;2675
Silent Hill;3;588
Silent Hill: Revelation 3D;1,9;61012
Silent House;2,6;92182
Silent Movie;3,3;10970
Silent Running;3,3;811
Silent Trigger;2,8;24206
Silmido;3,3;19644
Silver Linings Playbook;3,6;82693
Silverado;3,4;11509
Simon Birch;2,9;22796
Simply Irresistible;2,3;16172
Sin City;3,6;187
Sin City: A Dame to Kill For;2,8;189
Sinbad: Legend of the Seven Seas;3,3;14411
Singin' in the Rain;4,3;872
Sinister;3,3;82507
Sinister 2;2,4;283445
Sisters in Law;3,5;87943
Six Days Seven Nights;2,6;6068
Six-String Samurai;3,2;24746
Skin Trade;2,7;327833
Sky Captain and the World of Tomorrow;2,7;5137
Sky High;3,1;11459
Skyfall;3,8;37724
Skyline;1,7;42684
Slacker;3,7;14022
Slacker Uprising;2,6;13516
Slackers;2,4;20009
Slam;2,5;37532
Sleep Dealer;2,9;20764
Sleeper;3,5;11561
Sleepers;3,6;819
Sleepover;2,8;9893
Sliding Doors;3;10215
Sling Blade;3,8;12498
Slither;3,3;9035
Slow Burn;2,6;18777
Slow West;3,5;223485
Slumdog Millionaire;3,8;12405
Slums of Beverly Hills;3,6;14662
Small Apartments;2,9;95755
Small Soldiers;3,1;11551
Small Time Crooks;3,1;10569
Smiling Fish & Goat On Fire;3,2;125537
Smilla's Sense of Snow;3;9311
Smoke Signals;3,5;20862
Smokin' Aces;3;7516
Snabba Cash;3,2;29920
Snake Eyes;3,2;8688
Snakes on a Plane;2,4;326
Snatch;3,9;107
Snitch;2,7;134411
Snow Angels;3,4;14054
Snow Day;2,4;15489
Snow Dogs;2,1;11888
Snow Falling on Cedars;3,1;10219
Snow Flower and the Secret Fan;3;58882
Snow White and the Huntsman;2,5;58595
Snow White and the Seven Dwarfs;3,5;408
Snow White: A Deadly Summer;2,1;92635
Snow White: A Tale of Terror;2,9;9092
Snowpiercer;3,7;110415
Solaris;4,2;593
Soldier;2,7;9425
Solitary Man;2,9;36691
Solitude;-;402515
Solomon and Sheba;3;29996
Some Guy Who Kills People;3;80468
Some Like It Hot;4,2;239
Someone Like You...;2,7;12658
Something Borrowed;2,4;49022
Something Wicked;2,3;260947
Something's Gotta Give;3,2;6964
Somewhere;3,3;39210
Somewhere in Time;3,5;16633
Sommersturm;3,2;342
Son of God;2,6;235260
Son of the Mask;1,1;10214
Song One;2,8;244783
Songcatcher;3,3;62677
Sorcerer;4,1;38985
Sorority Boys;2,2;6020
Sorority Row;2,6;26688
Sorstalanság;3,4;41508
Soul Food;3,3;29461
Soul Kitchen;3,5;31175
Soul Men;2,8;14655
Soul Plane;2,1;12657
Soul Surfer;2,9;43959
Soul Survivors;1,8;14033
Sound of My Voice;3,4;86812
Source Code;3,4;45612
South Park: Bigger, Longer & Uncut;3,7;9473
Southland Tales;2,9;4723
Southpaw;3,4;307081
Space Battleship Yamato;2,9;61984
Space Chimps;1,7;11802
Space Cowboys;2,9;5551
Space Dogs;2,5;36696
Space Jam;3,2;2300
Space Pirate Captain Harlock;3;192577
Spaceballs;3,4;957
Spaced Invaders;3;34086
Spanglish;2,8;2539
Sparkle;2,8;88036
Sparkler;3,1;219716
Spawn;2,2;10336
Special;3,2;13856
Species;2,7;9348
Spectre;3,1;206647
Speed;3,6;1637
Speed 2: Cruise Control;1,8;1639
Speed Racer;3,3;7459
Speedway Junky;2,9;46727
Spellbound;3,7;4174
Sphere;2,7;10153
Sphinx;2,5;47890
Spice World;2,8;6116
Spider;3,3;9613
Spider-Man;3,7;557
Spider-Man 3;3,3;559
Spider-Man 2;3,9;558
Spirit: Stallion of the Cimarron;3,7;9023
Spirited Away;4,5;129
Splash;3;2619
Splice;2,6;37707
Split Second;3;13006
Spotlight;4;314365
Spring Breakers;2,8;122081
Spun;3,3;12079
Spy Game;3,2;1535
Spy Hard;2,3;10535
Spy Kids;2,9;10054
Spy Kids 2: The Island of Lost Dreams;2,7;9488
Spy Kids 3-D: Game Over;2,3;12279
Spy Kids: All the Time in the World;1,6;56288
St. Trinian's;3,3;10748
St. Vincent;3,3;239563
Stake Land;3,1;52015
Stan Helsing;1,5;23988
Stand by Me;4,1;235
Standard Operating Procedure;3,6;8847
Standing Ovation;2,2;55567
Star Trek;3,6;13475
Star Trek Beyond;3,3;188927
Star Trek II: The Wrath of Khan;3,9;154
Star Trek III: The Search for Spock;3,2;157
Star Trek Into Darkness;3,3;54138
Star Trek IV: The Voyage Home;3,7;168
Star Trek V: The Final Frontier;2,4;172
Star Trek VI: The Undiscovered Country;3,6;174
Star Trek: First Contact;3,6;199
Star Trek: Generations;2,9;193
Star Trek: Insurrection;2,7;200
Star Trek: Nemesis;2,6;201
Star Trek: The Motion Picture;3,1;152
Star Wars;4,2;11
Star Wars: Clone Wars (Volume 1);2,7;333355
Star Wars: Episode I - The Phantom Menace;2,8;1893
Star Wars: Episode II - Attack of the Clones;2,7;1894
Star Wars: Episode III - Revenge of the Sith;3,6;1895
Stardust;3,6;2270
Stargate: The Ark of Truth;3,3;13001
Starship Troopers;3,7;563
Starsky & Hutch;2,8;9384
Starsuckers;3,3;40658
State Fair;3,3;27686
State of Play;3,3;16995
Stay Alive;2,3;10069
Stealing Harvard;2,3;12770
Stealth;2,1;10048
Steamboy;3,2;8953
Steel;1,4;8854
Step Brothers;3,5;12133
Step Up;2,5;9762
Step Up 2: The Streets;2,9;8328
Step Up 3D;2,9;41233
Step Up Revolution;2,8;85446
Stepmom;3,4;9441
Steppin: The Movie;-;21283
Steve Jobs;3,6;321697
Stick It;3,5;10115
Stiff Upper Lips;2,9;89861
Stigmata;2,7;10307
Still Alice;3,7;284293
Stir of Echoes;3,2;11601
Stitches;2,8;115210
Stoker;3,6;86825
Stolen;2,2;127493
Stolen Summer;2,8;39541
Stomp the Yard;2,8;1931
Stone;2,4;44113
Stone Cold;3,3;21338
Stonewall;2,1;273899
Stop-Loss;2,8;8988
Stories of Our Lives;3,5;287625
Stormbreaker;2;9978
Straight A's;2,5;153795
Straight Out of Brooklyn;3,1;94072
Straight Outta Compton;3,7;277216
Straightheads;2,4;13538
Strange Wilderness;2,3;14220
Stranger Than Fiction;3,5;1262
Strangerland;2,6;245846
Straw Dogs;3,7;64639
Street Fighter;2,1;11667
Street Fighter: The Legend of Chun-Li;1,4;15268
Street Kings;2,9;1266
Stripes;3,2;10890
Striptease;2,1;9879
Stuart Little;2,8;10137
Stuart Little 2;2,4;10996
Stuck on You;2,5;1792
Stung;2,6;254472
Subconscious;-;322194
Sublime;2,5;9783
Submarine;3,8;49020
Subway;3,4;10656
Sucker Punch;2,7;23629
Sugar Hill;3,3;39349
Sugar Town;3;142132
Suicide Squad;2,1;297761
Summer Catch;2,3;26602
Summer of Sam;3,4;10279
Sunday School Musical;1,4;60463
Sunshine;3,6;1272
Sunshine Cleaning;3,3;13090
Sunshine State;3,3;57022
Super;3,2;45132
Super 8;3,4;37686
Super Hybrid;2,3;69270
Super Mario Bros.;2;9607
Super Size Me;3;9372
Super Troopers;3,3;39939
Superbabies: Baby Geniuses 2;1;31117
Superbad;3,9;8363
Supercross;2,2;17186
Superhero Movie;2,1;11918
Superman;3,6;1924
Superman II;3,3;8536
Superman III;2,2;9531
Superman IV: The Quest for Peace;1,6;11411
Superman Returns;2,6;1452
Supernova;2,1;10384
Superstar;2,6;13824
Supporting Characters;3,2;139998
Sur le seuil;2,9;50538
Surfer, Dude;2,1;13827
Surf's Up;3,4;9408
Surrogates;2,6;19959
Survival of the Dead;2,2;29426
Survivor;2,3;334074
Suspect Zero;2,5;8080
Sweet Charity;3,6;42618
Sweet Home Alabama;2,8;11529
Sweet November;3;1921
Sweet Sweetback's Baadasssss Song;3,2;5822
Swelter;2,1;256687
Swept Away;3,6;12779
Swimfan;2,3;20616
Swimming Pool;3,4;302
Swing Vote;2,4;10187
Swingers;3,6;10218
Switchback;2,9;10871
Swordfish;2,6;9705
Sydney White;2,8;10760
Synecdoche, New York;4,1;4960
Synpathy for Lady Vengeance;3,9;4550
Syriana;3,2;231
Ta Ra Rum Pum;2,9;14165
Tadpole;2,7;39141
Tae Guk Gi;3,7;11658
Take Me Home Tonight;2,7;50725
Take Shelter;3,8;64720
Take the Lead;3,1;12763
Taken;3,4;8681
Taken 2;2,5;82675
Taken 3;2,3;260346
Takers;2,6;22907
Taking Woodstock;3;26320
Tales from the Crypt: Demon Knight;3,4;9059
Tales from the Hood;3,6;25066
Talk Radio;3,7;10132
Talladega Nights: The Ballad of Ricky Bobby;3,3;9718
Tammy;2,2;226486
Tangled;3,9;38757
Tango & Cash;3,1;9618
Tango, no me dejes nunca;3,4;65749
Tank Girl;3;9067
Tanner Hall;2,6;71866
Tarnation;3,8;1435
Taxi Driver;4,2;103
Taxi to the Dark Side;3,8;13362
Taxman;3,1;224569
Tea with Mussolini;3,2;10368
Teacher's Pet;2,9;24034
Team America: World Police;3,4;3989
Tears of the Sun;3;9567
Ted;2,9;72105
Ted 2;2,6;214756
Teen Wolf Too;1,9;15582
Teenage Mutant Ninja Turtles;2,3;98566
Teenage Mutant Ninja Turtles II: The Secret of the Ooze;2,9;1497
Teenage Mutant Ninja Turtles III;2,1;1499
Teenage Mutant Ninja Turtles: Out of the Shadows;2,4;308531
Teeth;2,8;13121
Teeth and Blood;-;325123
Terminator 2: Judgment Day;4,2;280
Terminator 3: Rise of the Machines;2,6;296
Terminator Genisys;2,3;87101
Terminator Salvation;2,5;534
Texas Chainsaw 3D;2;76617
Texas Rangers;2,2;13503
Thank You for Smoking;3,5;9388
That Awkward Moment;2,6;225565
That Thing You Do!;3,6;9591
That's My Boy;2,2;87428
The 13th Warrior;3,1;1911
The 33;3,5;293646
The 40 Year Old Virgin;3,3;6957
The 41 Year Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It;1,2;38570
The 51st State;2,8;1613
The 5th Quarter;2,5;59728
The 5th Wave;2,3;299687
The 6th Day;2,6;8452
The Abyss;3,6;2756
The Addams Family;3,6;2907
The Adjustment Bureau;3,1;38050
The Adventurer: The Curse of the Midas Box;2,4;227707
The Adventures of Elmo in Grouchland;3,1;16112
The Adventures of Ford Fairlane;2,8;9548
The Adventures of Huck Finn;2,9;34723
The Adventures of Pinocchio;2;18975
The Adventures of Pluto Nash;1,5;11692
The Adventures of Rocky & Bullwinkle;2;17711
The Adventures of Sharkboy and Lavagirl;2,4;14199
The Adventures of Tintin;3,5;17578
The Age of Adaline;3,3;293863
The Age of Innocence;3,7;10436
The Alamo;2,6;10733
The Algerian;-;357834
The Amazing Spider-Man;3,2;1930
The Amazing Spider-Man 2;2,8;102382
The American;3,1;27579
The American President;3,3;9087
The Amityville Horror;2,6;10065
The Andromeda Strain;3,5;10514
The Angry Birds Movie;2,5;153518
The Animal;1,8;11090
The Ant Bully;2,2;9906
The Apartment;4,3;284
The Apostle;3,5;2895
The Apparition;1,5;79694
The Art of Getting By;2,9;64678
The Art of War;2,5;11398
The Artist;3,7;74643
The Assassin;3,4;253450
The Assassination of Jesse James by the Coward Robert Ford;3,9;4512
The Astronaut Farmer;2,7;5172
The Astronaut's Wife;2,5;2900
The Avengers;3,7;24428
The Aviator;3,7;2567
The Awakening;3;77949
The Back-Up Plan;2,6;34806
The Bad Lieutenant: Port of Call - New Orleans;3,5;11699
The Bad News Bears;3,6;23479
The Ballad of Cable Hogue;3,6;23330
The Ballad of Gregorio Cortez;3,8;218500
The Ballad of Jack and Rose;2,8;17113
The Banger Sisters;2,7;9034
The Bank Job;3,2;8848
The Barbarians;2,6;27551
The Basket;3;52790
The Battle of Shaker Heights;2,6;21413
The Beach;3,1;1907
The Beast from 20,000 Fathoms;3,2;35073
The Beastmaster;3;16441
The Beaver;3;50780
The Believer;3,4;4012
The Benchwarmers;2,5;9957
The Best Exotic Marigold Hotel;3,3;74534
The Best Little Whorehouse in Texas;3,4;16363
The Best Man;3,3;16162
The Best Man Holiday;3,2;146304
The Best of Me;3;239571
The Best Years of Our Lives;4,1;887
The Betrayed;2,6;20055
The BFG;2,8;267935
The Big Bounce;2,2;12634
The Big Hit;2,8;9448
The Big Lebowski;4,1;115
The Big Parade;3,9;3060
The Big Short;3,8;318846
The Big Swap;-;162396
The Big Tease;2,9;20468
The Big Wedding;2,4;87567
The Big Year;2,9;73937
The Birth of a Nation;2,3;339408
The Black Dahlia;2,6;9676
The Black Hole;2,9;9570
The Black Stallion;3,6;17264
The Blair Witch Project;3,3;2667
The Blind Side;3,3;22881
The Blood of Heroes;3,1;21512
The Blood of My Brother: A Story of Death in Iraq;-;38786
The Blue Bird;3,5;60400
The Blue Butterfly;2,9;25379
The Blue Lagoon;2,6;5689
The Blues Brothers;3,9;525
The Boat That Rocked;3,5;18947
The Bodyguard;3,1;619
The Bone Collector;3,1;9481
The Book of Eli;3,2;20504
The Book of Life;3,5;228326
"The Book of Mormon Movie, Volume 1: The Journey
";2,3;48382
The Book Thief;3,5;203833
The Boondock Saints;3,3;8374
The Boondock Saints II: All Saints Day;2,6;22821
The Borrowers;2,8;9449
The Boss;2,4;323676
The Bounty;3,4;2669
The Bounty Hunter;2,4;27573
The Bourne Identity;3,7;2501
The Bourne Legacy;2,8;49040
The Bourne Supremacy;3,5;2502
The Bourne Ultimatum;3,6;2503
The Box;2,6;22825
The Boxtrolls;3,2;170687
The Boy;2,6;321258
The Boy in the Striped Pyjamas;3,6;14574
The Boy Next Door;1,8;241251
The Boys from Brazil;3,3;16241
The Brain That Wouldn't Die;2,6;33468
The Brass Teapot;3;127867
The Brave Little Toaster;3,3;19933
The Break-Up;2,6;9767
The Bridge of San Luis Rey;2,4;45881
The Bridge on the River Kwai;4,1;826
The Bridges of Madison County;4;688
The Broadway Melody;2,2;65203
The Broken Hearts Club: A Romantic Comedy;3,3;22597
The Brothers;3;20322
The Brothers Bloom;3,4;21755
The Brothers Grimm;2,6;4442
The Brothers McMullen;3;16388
The Brothers Solomon;2,6;10071
The Brown Bunny;3,1;12703
The Bucket List;3,2;7350
The Business of Fancydancing;3,5;40920
The Business of Strangers;3;31064
The Butler;3,3;132363
The Butterfly Effect;3,5;1954
The Cabin in the Woods;3,5;22970
The Cable Guy;3;9894
The Californians;-;73511
The Call;3,1;158011
The Call of Cthulhu;3,4;20981
The Calling;2,7;283384
The Campaign;2,6;77953
The Canyons;2,1;109729
The Cat in the Hat;2,4;10588
The Cave;2,2;9042
The Caveman's Valentine;2,9;25208
The Cell;3,1;8843
The Change-Up;2,6;49520
The Charge of the Light Brigade;3,2;43884
The Children of Huang Shi;3,2;13405
The Christmas Bunny;2,5;77934
The Christmas Candle;2,5;226354
The Chronicles of Narnia: Prince Caspian;3;2454
The Chronicles of Narnia: The Lion, the Witch and the Wardrobe;3,4;411
The Chronicles of Narnia: The Voyage of the Dawn Treader;2,9;10140
The Chronicles of Riddick;2,8;2789
The Chumscrubber;3,1;13919
The Circle;3,8;13898
The City of Your Final Destination;3;42819
The Claim;3,1;44853
The Clan of the Cave Bear;2,5;13853
The Client;3,1;10731
The Cold Light of Day;2;77948
The Collection;2,8;134597
The Color of Money;3,6;11873
The Color Purple;3,8;873
The Company;3,2;112430
The Conjuring;3,6;138843
The Conjuring 2;3,4;259693
The Conspirator;3,1;60309
The Constant Gardener;3,5;1985
The Contender;3,3;6521
The Conversation;4,1;592
The Cookout;2,2;18475
The Cooler;3,3;10744
The Core;2,4;9341
The Corruptor;2,8;9455
The Cottage;3;13849
The Cotton Club;3,3;2148
The Counselor;2,6;109091
The Count of Monte Cristo;3,6;11362
The Country Bears;2,1;18357
The Covenant;2,1;9954
The Craft;3,6;9100
The Crazies;3;29427
The Crew;3;19150
The Crocodile Hunter: Collision Course;2,7;17043
The Croods;3;49519
The Crow;3,7;9495
The Cry of the Owl;2,7;18530
The Crying Game;3,5;11386
The Curious Case of Benjamin Button;3,6;4922
The Curse of Downers Grove;2,1;309919
The Curse of the Jade Scorpion;3;2779
The Curse of the Were-Rabbit;3,6;533
The Da Vinci Code;3;591
The Damned United;3,6;21641
The Dangerous Lives of Altar Boys;3,3;16857
The Dark Hours;3;18045
The Dark Knight;4,4;155
The Dark Knight Rises;3,7;49026
The Darkest Hour;2;71469
The Day After Tomorrow;2,8;435
The Day the Earth Stood Still;2,2;10200
